06-17 15:20:56 INFO Whole dataset size: 192556
06-17 15:36:40 INFO E: 0 B: 39
06-17 15:36:41 INFO E: 0 B: 40
06-17 15:36:41 INFO E: 0 B: 41
06-17 15:36:42 INFO E: 0 B: 42
06-17 15:36:42 INFO E: 0 B: 43
06-17 15:36:43 INFO E: 0 B: 44
06-17 15:36:43 INFO E: 0 B: 45
06-17 15:36:44 INFO E: 0 B: 46
06-17 15:36:44 INFO E: 0 B: 47
06-17 15:36:45 INFO E: 0 B: 48
06-17 15:36:45 INFO E: 0 B: 49
06-17 15:36:46 INFO E: 0 B: 50
06-17 15:36:47 INFO E: 0 B: 51
06-17 15:36:47 INFO E: 0 B: 52
06-17 15:36:48 INFO E: 0 B: 53
06-17 15:36:48 INFO E: 0 B: 54
06-17 15:36:49 INFO E: 0 B: 55
06-17 15:36:49 INFO E: 0 B: 56
06-17 15:36:50 INFO E: 0 B: 57
06-17 15:36:50 INFO E: 0 B: 58
06-17 15:36:51 INFO E: 0 B: 59
06-17 15:36:51 INFO E: 0 B: 60
06-17 15:36:52 INFO E: 0 B: 61
06-17 15:36:52 INFO E: 0 B: 62
06-17 15:36:53 INFO E: 0 B: 63
06-17 15:36:53 INFO E: 0 B: 64
06-17 15:36:54 INFO E: 0 B: 65
06-17 15:36:55 INFO E: 0 B: 66
06-17 15:36:55 INFO E: 0 B: 67
06-17 15:36:56 INFO E: 0 B: 68
06-17 15:36:56 INFO E: 0 B: 69
06-17 15:36:57 INFO E: 0 B: 70
06-17 15:36:57 INFO E: 0 B: 71
06-17 15:36:58 INFO E: 0 B: 72
06-17 15:36:58 INFO E: 0 B: 73
06-17 15:36:59 INFO E: 0 B: 74
06-17 15:37:00 INFO E: 0 B: 75
06-17 15:37:00 INFO E: 0 B: 76
06-17 15:37:00 INFO E: 0 B: 77
06-17 15:37:01 INFO E: 0 B: 78
06-17 15:37:02 INFO E: 0 B: 79
06-17 15:37:02 INFO E: 0 B: 80
06-17 15:37:03 INFO E: 0 B: 81
06-17 15:37:03 INFO E: 0 B: 82
06-17 15:37:04 INFO E: 0 B: 83
06-17 15:37:05 INFO E: 0 B: 84
06-17 15:37:05 INFO E: 0 B: 85
06-17 15:37:06 INFO E: 0 B: 86
06-17 15:37:06 INFO E: 0 B: 87
06-17 15:37:06 INFO E: 0 B: 88
06-17 15:37:07 INFO E: 0 B: 89
06-17 15:37:07 INFO E: 0 B: 90
06-17 15:37:08 INFO E: 0 B: 91
06-17 15:37:08 INFO E: 0 B: 92
06-17 15:37:09 INFO E: 0 B: 93
06-17 15:37:10 INFO E: 0 B: 94
06-17 15:37:10 INFO E: 0 B: 95
06-17 15:37:11 INFO E: 0 B: 96
06-17 15:37:11 INFO E: 0 B: 97
06-17 15:37:12 INFO E: 0 B: 98
06-17 15:37:12 INFO E: 0 B: 99
06-17 15:37:13 INFO E: 0 B: 100
06-17 15:37:14 INFO E: 0 B: 101
06-17 15:37:14 INFO E: 0 B: 102
06-17 15:37:14 INFO E: 0 B: 103
06-17 15:37:15 INFO E: 0 B: 104
06-17 15:37:16 INFO E: 0 B: 105
06-17 15:37:16 INFO E: 0 B: 106
06-17 15:37:17 INFO E: 0 B: 107
06-17 15:37:17 INFO E: 0 B: 108
06-17 15:37:18 INFO E: 0 B: 109
06-17 15:37:18 INFO E: 0 B: 110
06-17 15:37:19 INFO E: 0 B: 111
06-17 15:37:19 INFO E: 0 B: 112
06-17 15:37:20 INFO E: 0 B: 113
06-17 15:37:21 INFO E: 0 B: 114
06-17 15:37:21 INFO E: 0 B: 115
06-17 15:37:22 INFO E: 0 B: 116
06-17 15:37:22 INFO E: 0 B: 117
06-17 15:37:23 INFO E: 0 B: 118
06-17 15:37:24 INFO E: 0 B: 119
06-17 15:37:24 INFO E: 0 B: 120
06-17 15:37:25 INFO E: 0 B: 121
06-17 15:37:25 INFO E: 0 B: 122
06-17 15:37:26 INFO E: 0 B: 123
06-17 15:37:26 INFO E: 0 B: 124
06-17 15:37:27 INFO E: 0 B: 125
06-17 15:37:27 INFO E: 0 B: 126
06-17 15:37:28 INFO E: 0 B: 127
06-17 15:37:28 INFO E: 0 B: 128
06-17 15:37:29 INFO E: 0 B: 129
06-17 15:37:29 INFO E: 0 B: 130
06-17 15:37:30 INFO E: 0 B: 131
06-17 15:37:31 INFO E: 0 B: 132
06-17 15:37:31 INFO E: 0 B: 133
06-17 15:37:32 INFO E: 0 B: 134
06-17 15:37:32 INFO E: 0 B: 135
06-17 15:37:33 INFO E: 0 B: 136
06-17 15:37:33 INFO E: 0 B: 137
06-17 15:37:34 INFO E: 0 B: 138
06-17 15:37:34 INFO E: 0 B: 139
06-17 15:37:35 INFO E: 0 B: 140
06-17 15:37:35 INFO E: 0 B: 141
06-17 15:37:36 INFO E: 0 B: 142
06-17 15:37:36 INFO E: 0 B: 143
06-17 15:37:37 INFO E: 0 B: 144
06-17 15:37:38 INFO E: 0 B: 145
06-17 15:37:38 INFO E: 0 B: 146
06-17 15:37:39 INFO E: 0 B: 147
06-17 15:37:39 INFO E: 0 B: 148
06-17 15:37:40 INFO E: 0 B: 149
06-17 15:37:40 INFO E: 0 B: 150
06-17 15:37:41 INFO E: 0 B: 151
06-17 15:37:41 INFO E: 0 B: 152
06-17 15:37:42 INFO E: 0 B: 153
06-17 15:37:43 INFO E: 0 B: 154
06-17 15:37:43 INFO E: 0 B: 155
06-17 15:37:44 INFO E: 0 B: 156
06-17 15:37:44 INFO E: 0 B: 157
06-17 15:37:45 INFO E: 0 B: 158
06-17 15:37:45 INFO E: 0 B: 159
06-17 15:37:46 INFO E: 0 B: 160
06-17 15:37:47 INFO E: 0 B: 161
06-17 15:37:47 INFO E: 0 B: 162
06-17 15:37:48 INFO E: 0 B: 163
06-17 15:37:48 INFO E: 0 B: 164
06-17 15:37:49 INFO E: 0 B: 165
06-17 15:37:49 INFO E: 0 B: 166
06-17 15:37:50 INFO E: 0 B: 167
06-17 15:37:50 INFO E: 0 B: 168
06-17 15:37:51 INFO E: 0 B: 169
06-17 15:37:52 INFO E: 0 B: 170
06-17 15:37:52 INFO E: 0 B: 171
06-17 15:37:52 INFO E: 0 B: 172
06-17 15:37:53 INFO E: 0 B: 173
06-17 15:37:54 INFO E: 0 B: 174
06-17 15:37:54 INFO E: 0 B: 175
06-17 15:37:55 INFO E: 0 B: 176
06-17 15:37:55 INFO E: 0 B: 177
06-17 15:37:56 INFO E: 0 B: 178
06-17 15:37:56 INFO E: 0 B: 179
06-17 15:37:57 INFO E: 0 B: 180
06-17 15:37:58 INFO E: 0 B: 181
06-17 15:37:58 INFO E: 0 B: 182
06-17 15:37:59 INFO E: 0 B: 183
06-17 15:37:59 INFO E: 0 B: 184
06-17 15:38:00 INFO E: 0 B: 185
06-17 15:38:00 INFO E: 0 B: 186
06-17 15:38:00 INFO E: 0 B: 187
06-17 15:38:01 INFO E: 0 B: 188
06-17 15:38:01 INFO E: 0 B: 189
06-17 15:38:02 INFO E: 0 B: 190
06-17 15:38:03 INFO E: 0 B: 191
06-17 15:38:03 INFO E: 0 B: 192
06-17 15:38:03 INFO E: 0 B: 193
06-17 15:38:04 INFO E: 0 B: 194
06-17 15:38:04 INFO E: 0 B: 195
06-17 15:38:05 INFO E: 0 B: 196
06-17 15:38:06 INFO E: 0 B: 197
06-17 15:38:06 INFO E: 0 B: 198
06-17 15:38:07 INFO E: 0 B: 199
06-17 15:38:07 INFO E: 0 B: 200
06-17 15:38:08 INFO E: 0 B: 201
06-17 15:38:08 INFO E: 0 B: 202
06-17 15:38:09 INFO E: 0 B: 203
06-17 15:38:09 INFO E: 0 B: 204
06-17 15:38:10 INFO E: 0 B: 205
06-17 15:38:10 INFO E: 0 B: 206
06-17 15:38:11 INFO E: 0 B: 207
06-17 15:38:11 INFO E: 0 B: 208
06-17 15:38:12 INFO E: 0 B: 209
06-17 15:38:13 INFO E: 0 B: 210
06-17 15:38:13 INFO E: 0 B: 211
06-17 15:38:14 INFO E: 0 B: 212
06-17 15:38:14 INFO E: 0 B: 213
06-17 15:38:15 INFO E: 0 B: 214
06-17 15:38:15 INFO E: 0 B: 215
06-17 15:38:16 INFO E: 0 B: 216
06-17 15:38:16 INFO E: 0 B: 217
06-17 15:38:17 INFO E: 0 B: 218
06-17 15:38:18 INFO E: 0 B: 219
06-17 15:38:18 INFO E: 0 B: 220
06-17 15:38:19 INFO E: 0 B: 221
06-17 15:38:19 INFO E: 0 B: 222
06-17 15:38:20 INFO E: 0 B: 223
06-17 15:38:20 INFO E: 0 B: 224
06-17 15:38:21 INFO E: 0 B: 225
06-17 15:38:21 INFO E: 0 B: 226
06-17 15:38:22 INFO E: 0 B: 227
06-17 15:38:22 INFO E: 0 B: 228
06-17 15:38:23 INFO E: 0 B: 229
06-17 15:38:24 INFO E: 0 B: 230
06-17 15:38:24 INFO E: 0 B: 231
06-17 15:38:25 INFO E: 0 B: 232
06-17 15:38:25 INFO E: 0 B: 233
06-17 15:38:26 INFO E: 0 B: 234
06-17 15:38:27 INFO E: 0 B: 235
06-17 15:38:27 INFO E: 0 B: 236
06-17 15:38:28 INFO E: 0 B: 237
06-17 15:38:28 INFO E: 0 B: 238
06-17 15:38:29 INFO E: 0 B: 239
06-17 15:38:29 INFO E: 0 B: 240
06-17 15:38:30 INFO E: 0 B: 241
06-17 15:38:30 INFO E: 0 B: 242
06-17 15:38:31 INFO E: 0 B: 243
06-17 15:38:31 INFO E: 0 B: 244
06-17 15:38:32 INFO E: 0 B: 245
06-17 15:38:32 INFO E: 0 B: 246
06-17 15:38:33 INFO E: 0 B: 247
06-17 15:38:33 INFO E: 0 B: 248
06-17 15:38:34 INFO E: 0 B: 249
06-17 15:38:34 INFO E: 0 B: 250
06-17 15:38:35 INFO E: 0 B: 251
06-17 15:38:36 INFO E: 0 B: 252
06-17 15:38:36 INFO E: 0 B: 253
06-17 15:38:37 INFO E: 0 B: 254
06-17 15:38:37 INFO E: 0 B: 255
06-17 15:38:38 INFO E: 0 B: 256
06-17 15:38:38 INFO E: 0 B: 257
06-17 15:38:39 INFO E: 0 B: 258
06-17 15:38:40 INFO E: 0 B: 259
06-17 15:38:40 INFO E: 0 B: 260
06-17 15:38:41 INFO E: 0 B: 261
06-17 15:38:41 INFO E: 0 B: 262
06-17 15:38:42 INFO E: 0 B: 263
06-17 15:38:42 INFO E: 0 B: 264
06-17 15:38:43 INFO E: 0 B: 265
06-17 15:38:43 INFO E: 0 B: 266
06-17 15:38:44 INFO E: 0 B: 267
06-17 15:38:44 INFO E: 0 B: 268
06-17 15:38:45 INFO E: 0 B: 269
06-17 15:38:46 INFO E: 0 B: 270
06-17 15:38:46 INFO E: 0 B: 271
06-17 15:38:47 INFO E: 0 B: 272
06-17 15:38:47 INFO E: 0 B: 273
06-17 15:38:48 INFO E: 0 B: 274
06-17 15:38:49 INFO E: 0 B: 275
06-17 15:38:49 INFO E: 0 B: 276
06-17 15:38:50 INFO E: 0 B: 277
06-17 15:38:50 INFO E: 0 B: 278
06-17 15:38:51 INFO E: 0 B: 279
06-17 15:38:51 INFO E: 0 B: 280
06-17 15:38:52 INFO E: 0 B: 281
06-17 15:38:52 INFO E: 0 B: 282
06-17 15:38:53 INFO E: 0 B: 283
06-17 15:38:54 INFO E: 0 B: 284
06-17 15:38:54 INFO E: 0 B: 285
06-17 15:38:55 INFO E: 0 B: 286
06-17 15:38:55 INFO E: 0 B: 287
06-17 15:38:56 INFO E: 0 B: 288
06-17 15:38:56 INFO E: 0 B: 289
06-17 15:38:57 INFO E: 0 B: 290
06-17 15:38:57 INFO E: 0 B: 291
06-17 15:38:58 INFO E: 0 B: 292
06-17 15:38:58 INFO E: 0 B: 293
06-17 15:38:59 INFO E: 0 B: 294
06-17 15:39:00 INFO E: 0 B: 295
06-17 15:39:00 INFO E: 0 B: 296
06-17 15:39:00 INFO E: 0 B: 297
06-17 15:39:01 INFO E: 0 B: 298
06-17 15:39:02 INFO E: 0 B: 299
06-17 15:39:02 INFO E: 0 B: 300
06-17 15:39:02 INFO E: 0 B: 301
06-17 15:39:03 INFO E: 0 B: 302
06-17 15:39:04 INFO E: 0 B: 303
06-17 15:39:04 INFO E: 0 B: 304
06-17 15:39:05 INFO E: 0 B: 305
06-17 15:39:05 INFO E: 0 B: 306
06-17 15:39:06 INFO E: 0 B: 307
06-17 15:39:07 INFO E: 0 B: 308
06-17 15:39:07 INFO E: 0 B: 309
06-17 15:39:08 INFO E: 0 B: 310
06-17 15:39:08 INFO E: 0 B: 311
06-17 15:39:09 INFO E: 0 B: 312
06-17 15:39:10 INFO E: 0 B: 313
06-17 15:39:10 INFO E: 0 B: 314
06-17 15:39:10 INFO E: 0 B: 315
06-17 15:39:11 INFO E: 0 B: 316
06-17 15:39:12 INFO E: 0 B: 317
06-17 15:39:12 INFO E: 0 B: 318
06-17 15:39:13 INFO E: 0 B: 319
06-17 15:39:13 INFO E: 0 B: 320
06-17 15:39:14 INFO E: 0 B: 321
06-17 15:39:14 INFO E: 0 B: 322
06-17 15:39:15 INFO E: 0 B: 323
06-17 15:39:16 INFO E: 0 B: 324
06-17 15:39:16 INFO E: 0 B: 325
06-17 15:39:17 INFO E: 0 B: 326
06-17 15:39:17 INFO E: 0 B: 327
06-17 15:39:18 INFO E: 0 B: 328
06-17 15:39:18 INFO E: 0 B: 329
06-17 15:39:19 INFO E: 0 B: 330
06-17 15:39:19 INFO E: 0 B: 331
06-17 15:39:20 INFO E: 0 B: 332
06-17 15:39:20 INFO E: 0 B: 333
06-17 15:39:21 INFO E: 0 B: 334
06-17 15:39:21 INFO E: 0 B: 335
06-17 15:39:22 INFO E: 0 B: 336
06-17 15:39:22 INFO E: 0 B: 337
06-17 15:39:23 INFO E: 0 B: 338
06-17 15:39:23 INFO E: 0 B: 339
06-17 15:39:23 INFO E: 0 B: 340
06-17 15:39:24 INFO E: 0 B: 341
06-17 15:39:24 INFO E: 0 B: 342
06-17 15:39:25 INFO E: 0 B: 343
06-17 15:39:26 INFO E: 0 B: 344
06-17 15:39:26 INFO E: 0 B: 345
06-17 15:39:27 INFO E: 0 B: 346
06-17 15:39:27 INFO E: 0 B: 347
06-17 15:39:28 INFO E: 0 B: 348
06-17 15:39:28 INFO E: 0 B: 349
06-17 15:39:29 INFO E: 0 B: 350
06-17 15:39:29 INFO E: 0 B: 351
06-17 15:39:30 INFO E: 0 B: 352
06-17 15:39:31 INFO E: 0 B: 353
06-17 15:39:31 INFO E: 0 B: 354
06-17 15:39:32 INFO E: 0 B: 355
06-17 15:39:33 INFO E: 0 B: 356
06-17 15:39:33 INFO E: 0 B: 357
06-17 15:39:34 INFO E: 0 B: 358
06-17 15:39:34 INFO E: 0 B: 359
06-17 15:39:35 INFO E: 0 B: 360
06-17 15:39:35 INFO E: 0 B: 361
06-17 15:39:36 INFO E: 0 B: 362
06-17 15:39:36 INFO E: 0 B: 363
06-17 15:39:37 INFO E: 0 B: 364
06-17 15:39:37 INFO E: 0 B: 365
06-17 15:39:38 INFO E: 0 B: 366
06-17 15:39:39 INFO E: 0 B: 367
06-17 15:39:39 INFO E: 0 B: 368
06-17 15:39:39 INFO E: 0 B: 369
06-17 15:39:40 INFO E: 0 B: 370
06-17 15:39:40 INFO E: 0 B: 371
06-17 15:39:41 INFO E: 0 B: 372
06-17 15:39:41 INFO E: 0 B: 373
06-17 15:39:42 INFO E: 0 B: 374
06-17 15:39:43 INFO E: 0 B: 375
06-17 15:39:44 INFO E: 0 B: 376
06-17 15:39:44 INFO E: 0 B: 377
06-17 15:39:44 INFO E: 0 B: 378
06-17 15:39:45 INFO E: 0 B: 379
06-17 15:39:46 INFO E: 0 B: 380
06-17 15:39:46 INFO E: 0 B: 381
06-17 15:39:47 INFO E: 0 B: 382
06-17 15:39:47 INFO E: 0 B: 383
06-17 15:39:48 INFO E: 0 B: 384
06-17 15:39:48 INFO E: 0 B: 385
06-17 15:39:49 INFO E: 0 B: 386
06-17 15:39:49 INFO E: 0 B: 387
06-17 15:39:50 INFO E: 0 B: 388
06-17 15:39:51 INFO E: 0 B: 389
06-17 15:39:51 INFO E: 0 B: 390
06-17 15:39:52 INFO E: 0 B: 391
06-17 15:39:52 INFO E: 0 B: 392
06-17 15:39:52 INFO E: 0 B: 393
06-17 15:39:53 INFO E: 0 B: 394
06-17 15:39:53 INFO E: 0 B: 395
06-17 15:39:54 INFO E: 0 B: 396
06-17 15:39:54 INFO E: 0 B: 397
06-17 15:39:55 INFO E: 0 B: 398
06-17 15:39:56 INFO E: 0 B: 399
06-17 15:39:56 INFO E: 0 B: 400
06-17 15:39:57 INFO E: 0 B: 401
06-17 15:39:57 INFO E: 0 B: 402
06-17 15:39:58 INFO E: 0 B: 403
06-17 15:39:58 INFO E: 0 B: 404
06-17 15:39:59 INFO E: 0 B: 405
06-17 15:39:59 INFO E: 0 B: 406
06-17 15:40:00 INFO E: 0 B: 407
06-17 15:40:00 INFO E: 0 B: 408
06-17 15:40:01 INFO E: 0 B: 409
06-17 15:40:01 INFO E: 0 B: 410
06-17 15:40:02 INFO E: 0 B: 411
06-17 15:40:02 INFO E: 0 B: 412
06-17 15:40:03 INFO E: 0 B: 413
06-17 15:40:04 INFO E: 0 B: 414
06-17 15:40:04 INFO E: 0 B: 415
06-17 15:40:05 INFO E: 0 B: 416
06-17 15:40:05 INFO E: 0 B: 417
06-17 15:40:05 INFO E: 0 B: 418
06-17 15:40:06 INFO E: 0 B: 419
06-17 15:40:07 INFO E: 0 B: 420
06-17 15:40:07 INFO E: 0 B: 421
06-17 15:40:08 INFO E: 0 B: 422
06-17 15:40:08 INFO E: 0 B: 423
06-17 15:40:09 INFO E: 0 B: 424
06-17 15:40:09 INFO E: 0 B: 425
06-17 15:40:10 INFO E: 0 B: 426
06-17 15:40:10 INFO E: 0 B: 427
06-17 15:40:11 INFO E: 0 B: 428
06-17 15:40:11 INFO E: 0 B: 429
06-17 15:40:12 INFO E: 0 B: 430
06-17 15:40:12 INFO E: 0 B: 431
06-17 15:40:13 INFO E: 0 B: 432
06-17 15:40:13 INFO E: 0 B: 433
06-17 15:40:14 INFO E: 0 B: 434
06-17 15:40:15 INFO E: 0 B: 435
06-17 15:40:15 INFO E: 0 B: 436
06-17 15:40:16 INFO E: 0 B: 437
06-17 15:40:16 INFO E: 0 B: 438
06-17 15:40:17 INFO E: 0 B: 439
06-17 15:40:17 INFO E: 0 B: 440
06-17 15:40:18 INFO E: 0 B: 441
06-17 15:40:18 INFO E: 0 B: 442
06-17 15:40:19 INFO E: 0 B: 443
06-17 15:40:19 INFO E: 0 B: 444
06-17 15:40:20 INFO E: 0 B: 445
06-17 15:40:21 INFO E: 0 B: 446
06-17 15:40:21 INFO E: 0 B: 447
06-17 15:40:22 INFO E: 0 B: 448
06-17 15:40:22 INFO E: 0 B: 449
06-17 15:40:23 INFO E: 0 B: 450
06-17 15:40:23 INFO E: 0 B: 451
06-17 15:40:24 INFO E: 0 B: 452
06-17 15:40:24 INFO E: 0 B: 453
06-17 15:40:25 INFO E: 0 B: 454
06-17 15:40:25 INFO E: 0 B: 455
06-17 15:40:26 INFO E: 0 B: 456
06-17 15:40:26 INFO E: 0 B: 457
06-17 15:40:27 INFO E: 0 B: 458
06-17 15:40:27 INFO E: 0 B: 459
06-17 15:40:28 INFO E: 0 B: 460
06-17 15:40:28 INFO E: 0 B: 461
06-17 15:40:29 INFO E: 0 B: 462
06-17 15:40:29 INFO E: 0 B: 463
06-17 15:40:30 INFO E: 0 B: 464
06-17 15:40:30 INFO E: 0 B: 465
06-17 15:40:31 INFO E: 0 B: 466
06-17 15:40:32 INFO E: 0 B: 467
06-17 15:40:32 INFO E: 0 B: 468
06-17 15:40:33 INFO E: 0 B: 469
06-17 15:40:33 INFO E: 0 B: 470
06-17 15:40:34 INFO E: 0 B: 471
06-17 15:40:34 INFO E: 0 B: 472
06-17 15:40:35 INFO E: 0 B: 473
06-17 15:40:35 INFO E: 0 B: 474
06-17 15:40:36 INFO E: 0 B: 475
06-17 15:40:37 INFO E: 0 B: 476
06-17 15:40:37 INFO E: 0 B: 477
06-17 15:40:38 INFO E: 0 B: 478
06-17 15:40:38 INFO E: 0 B: 479
06-17 15:40:39 INFO E: 0 B: 480
06-17 15:40:39 INFO E: 0 B: 481
06-17 15:40:40 INFO E: 0 B: 482
06-17 15:40:40 INFO E: 0 B: 483
06-17 15:40:41 INFO E: 0 B: 484
06-17 15:40:41 INFO E: 0 B: 485
06-17 15:40:42 INFO E: 0 B: 486
06-17 15:40:42 INFO E: 0 B: 487
06-17 15:40:43 INFO E: 0 B: 488
06-17 15:40:43 INFO E: 0 B: 489
06-17 15:40:44 INFO E: 0 B: 490
06-17 15:40:44 INFO E: 0 B: 491
06-17 15:40:45 INFO E: 0 B: 492
06-17 15:40:45 INFO E: 0 B: 493
06-17 15:40:46 INFO E: 0 B: 494
06-17 15:40:46 INFO E: 0 B: 495
06-17 15:40:47 INFO E: 0 B: 496
06-17 15:40:48 INFO E: 0 B: 497
06-17 15:40:48 INFO E: 0 B: 498
06-17 15:40:49 INFO E: 0 B: 499
06-17 15:40:50 INFO E: 0 B: 500
06-17 15:40:50 INFO E: 0 B: 501
06-17 15:40:50 INFO E: 0 B: 502
06-17 15:40:51 INFO E: 0 B: 503
06-17 15:40:52 INFO E: 0 B: 504
06-17 15:40:52 INFO E: 0 B: 505
06-17 15:40:53 INFO E: 0 B: 506
06-17 15:40:53 INFO E: 0 B: 507
06-17 15:40:54 INFO E: 0 B: 508
06-17 15:40:55 INFO E: 0 B: 509
06-17 15:40:55 INFO E: 0 B: 510
06-17 15:40:56 INFO E: 0 B: 511
06-17 15:40:56 INFO E: 0 B: 512
06-17 15:40:57 INFO E: 0 B: 513
06-17 15:40:57 INFO E: 0 B: 514
06-17 15:40:58 INFO E: 0 B: 515
06-17 15:40:58 INFO E: 0 B: 516
06-17 15:40:59 INFO E: 0 B: 517
06-17 15:41:00 INFO E: 0 B: 518
06-17 15:41:00 INFO E: 0 B: 519
06-17 15:41:01 INFO E: 0 B: 520
06-17 15:41:01 INFO E: 0 B: 521
06-17 15:41:02 INFO E: 0 B: 522
06-17 15:41:03 INFO E: 0 B: 523
06-17 15:41:04 INFO E: 0 B: 524
06-17 15:41:04 INFO E: 0 B: 525
06-17 15:41:05 INFO E: 0 B: 526
06-17 15:41:05 INFO E: 0 B: 527
06-17 15:41:06 INFO E: 0 B: 528
06-17 15:41:07 INFO E: 0 B: 529
06-17 15:41:07 INFO E: 0 B: 530
06-17 15:41:08 INFO E: 0 B: 531
06-17 15:41:09 INFO E: 0 B: 532
06-17 15:41:09 INFO E: 0 B: 533
06-17 15:41:10 INFO E: 0 B: 534
06-17 15:41:10 INFO E: 0 B: 535
06-17 15:41:11 INFO E: 0 B: 536
06-17 15:41:11 INFO E: 0 B: 537
06-17 15:41:12 INFO E: 0 B: 538
06-17 15:41:12 INFO E: 0 B: 539
06-17 15:41:13 INFO E: 0 B: 540
06-17 15:41:13 INFO E: 0 B: 541
06-17 15:41:14 INFO E: 0 B: 542
06-17 15:41:15 INFO E: 0 B: 543
06-17 15:41:15 INFO E: 0 B: 544
06-17 15:41:16 INFO E: 0 B: 545
06-17 15:41:16 INFO E: 0 B: 546
06-17 15:41:17 INFO E: 0 B: 547
06-17 15:41:17 INFO E: 0 B: 548
06-17 15:41:18 INFO E: 0 B: 549
06-17 15:41:18 INFO E: 0 B: 550
06-17 15:41:19 INFO E: 0 B: 551
06-17 15:41:20 INFO E: 0 B: 552
06-17 15:41:20 INFO E: 0 B: 553
06-17 15:41:21 INFO E: 0 B: 554
06-17 15:41:21 INFO E: 0 B: 555
06-17 15:41:22 INFO E: 0 B: 556
06-17 15:41:22 INFO E: 0 B: 557
06-17 15:41:23 INFO E: 0 B: 558
06-17 15:41:23 INFO E: 0 B: 559
06-17 15:41:24 INFO E: 0 B: 560
06-17 15:41:25 INFO E: 0 B: 561
06-17 15:41:25 INFO E: 0 B: 562
06-17 15:41:26 INFO E: 0 B: 563
06-17 15:41:26 INFO E: 0 B: 564
06-17 15:41:27 INFO E: 0 B: 565
06-17 15:41:27 INFO E: 0 B: 566
06-17 15:41:28 INFO E: 0 B: 567
06-17 15:41:28 INFO E: 0 B: 568
06-17 15:41:29 INFO E: 0 B: 569
06-17 15:41:29 INFO E: 0 B: 570
06-17 15:41:30 INFO E: 0 B: 571
06-17 15:41:31 INFO E: 0 B: 572
06-17 15:41:31 INFO E: 0 B: 573
06-17 15:41:32 INFO E: 0 B: 574
06-17 15:41:32 INFO E: 0 B: 575
06-17 15:41:33 INFO E: 0 B: 576
06-17 15:41:34 INFO E: 0 B: 577
06-17 15:41:34 INFO E: 0 B: 578
06-17 15:41:35 INFO E: 0 B: 579
06-17 15:41:36 INFO E: 0 B: 580
06-17 15:41:36 INFO E: 0 B: 581
06-17 15:41:36 INFO E: 0 B: 582
06-17 15:41:37 INFO E: 0 B: 583
06-17 15:41:38 INFO E: 0 B: 584
06-17 15:41:38 INFO E: 0 B: 585
06-17 15:41:39 INFO E: 0 B: 586
